text,label
congrats year special cinema pass for is yours call now c suprman v matrix starwars etc all free bx ip we pm dont miss out,spam
sorry in meeting i ll call later,spam
what class of lt gt reunion,spam
are you free now can i call now,spam
got meh when,spam
nope think i will go for it on monday sorry i replied so late,spam
some of them told accenture is not confirm is it true,spam
kate jackson rec center before ish right,spam
dear i have reache room,spam
fighting with the world is easy u either win or lose bt fightng with some who is close to u is dificult if u lose u lose if u win u still lose,spam
when can ü come out,spam
check with nuerologist,spam
lolnice i went from a fish to water,spam
error,spam
no it s waiting in e car dat s bored wat cos wait outside got nothing do at home can do my stuff or watch tv wat,spam
maybe westshore or hyde park village the place near my house,spam
you should know now so how s anthony are you bringing money i ve school fees to pay and rent and stuff like that thats why i need your help a friend in need,spam
what s the significance,spam
your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply,spam
at the latest g s still there if you can scrounge up some ammo and want to give the new ak a try,spam
prabha i m soryda realy frm heart i m sory,spam
lol ok your forgiven,spam
no jst change tat only,spam
you are guaranteed the latest nokia phone a gb ipod mp player or a prize txt word collect to no ibhltd ldnwh p mtmsgrcvd,spam
s no competition for him,spam
boltblue tones for p reply poly or mono eg poly cha cha slide yeah slow jamz toxic come with me or stop more tones txt more,spam
your credits have been topped up for your renewal pin is tgxxrz,spam
that way transport is less problematic than on sat night by the way if u want to ask n to join my bday feel free but need to know definite nos as booking on fri,spam
usually the person is unconscious that s in children but in adults they may just behave abnormally i ll call you now,spam
but that s on ebay it might be less elsewhere,spam
shall i come to get pickle,spam
were gonna go get some tacos,spam
that s very rude you on campus,spam
urgent your mobile no was awarded a bonus caller prize on this is our nd attempt to contact you call boxqu,spam
hi i won t b ard christmas but do enjoy n merry x mas,spam
today s offer claim ur worth of discount vouchers text yes to now savamob member offers mobile t cs sub unsub reply x,spam
yes how is a pretty lady like you single,spam
you will recieve your tone within the next hrs for terms and conditions please see channel u teletext pg,spam
jay says that you re a double faggot,spam
private your account statement for shows un redeemed s i m points call identifier code expires,spam
what today sunday sunday is holiday so no work,spam
gudnite tc practice going on,spam
i ll be late,spam
i ve not called you in a while this is hoping it was lr malaria and that you know that we miss you guys i miss bani big so pls give her my love especially have a great day,spam
good afternoon my love how goes that day i hope maybe you got some leads on a job i think of you boytoy and send you a passionate kiss from across the sea,spam
probably gonna be here for a while see you later tonight lt,spam
or maybe my fat fingers just press all these buttons and it doesn t know what to do,spam
ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,spam
i am in tirupur da once you started from office call me,spam
from max month t csc web age stop txt stop,spam
a famous quote when you develop the ability to listen to anything unconditionally without losing your temper or self confidence it means you are married,spam
but am going to college pa what to do are else ill come there it self pa,spam
oclock at mine just to bash out a flat plan,spam
this girl does not stay in bed this girl doesn t need recovery time id rather pass out while having fun then be cooped up in bed,spam
then any special there,spam
i know but you need to get hotel now i just got my invitation but i had to apologise cali is to sweet for me to come to some english bloke s weddin,spam
sorry that took so long omw now,spam
wait lt gt min,spam
ok give me minutes i think i see her btw you re my alibi you were cutting my hair the whole time,spam
imagine you finally get to sink into that bath after i have put you through your paces maybe even having you eat me for a while before i left but also imagine the feel of that cage on your cock surrounded by the bath water reminding you always who owns you enjoy my cuck,spam
hurry up i ve been weed deficient for like three days,spam
sure if i get an acknowledgement from you that it s astoundingly tactless and generally faggy to demand a blood oath fo,spam
